Site;Monument Description;Height of Monument (m);Monument Foundation;Foundation Depth (m);Geologic Characteristic;Sta;Lat(deg);Long(deg);Hgt(m);X(m);Y(m);Z(m);Dtbeg;Dtend;Dtmod;NumSol;StaOrigName
DECH;PERMANENT STATION UNSPECIFIED;:;:;;;DECH;38.0515;240.9094;1947.579;-2445761.1147;-4395862.0312;3911146.3719;2001-08-13;2022-07-24;2022-08-05;7035.0;
DED2;Steel Mast on side of building;8.23;:   1.22               :;;;DED2;38.6645;284.6226;-14.894;1258886.1567;-4825148.4791;3963297.4867;2007-12-11;2022-09-24;2022-10-01;5128.0;
DEDO;Galvanized Steel Mast;21.24;Masonry Building;1;Gravel;DEDO;39.1868;284.4612;-4.463;1236196.7834;-4793411.4276;4008405.3399;2010-01-28;2022-09-24;2022-10-01;4458.0;
DEDT;STEEL MAST;:;:;;;DEDT;39.1479;284.4956;-12.646;1239760.7078;-4795300.8491;4005052.8907;2005-05-04;2009-06-10;2022-05-11;1255.0;
DEEP;Steel Pin in Rock;:  UNKNOWN;:;;;DEEP;37.3426;241.9528;1640.693;-2387823.2757;-4481931.8353;3848681.3964;2005-05-13;2020-10-16;2022-05-11;445.0;
DEFI;CONCRETE PILLAR;:;:;;;DEFI;41.277;275.5864;181.932;467313.57;-4777687.5082;4185713.6268;2001-12-14;2014-08-25;2022-05-11;4220.0;
DEMI;Stainless Steel Mast;5;Concrete Block;0.33;Sand;DEMI;38.6103;284.7971;-27.437;1274539.5042;-4824916.6709;3958585.4424;2008-11-22;2022-08-19;2022-08-26;4790.0;
DEN1;SHALLOW FOUNDATION MAST;:;:;;;DEN1;29.5104;264.742;-14.411;-509080.9334;-5531802.4487;3123252.1652;2011-10-11;2022-01-21;2022-05-11;3567.0;
DEN2;SHALLOW FOUNDATION MAST;:;:;;;DEN2;29.5049;264.746;-14.879;-508717.4594;-5532138.7009;3122718.4073;2011-10-11;2022-01-20;2022-05-11;2386.0;
DEN3;SHALLOW FOUNDATION MAST;:;:;;;DEN3;29.4937;264.7454;-15.38;-508838.8675;-5532738.9926;3121641.1542;2011-10-11;2019-09-01;2022-05-11;2680.0;
DEN4;WELLHEAD;:;:;;;DEN4;29.5002;264.7704;-16.445;-506392.926;-5532605.5616;3122268.9087;2015-10-28;2022-01-20;2022-05-11;1863.0;
DENE;Stainless Steel Mast;7.65;Masonry Building Wall;1;BEDROCK;DENE;39.6767;284.257;5.289;1210597.9208;-4764305.2602;4050429.5046;2008-05-30;2022-09-24;2022-10-01;5131.0;
DESC;Wyatt/Agnew drilled-braced;:  STEEL RODS;10                 :;;;DESC;32.8299;243.3582;957.318;-2405963.5443;-4795856.6384;3438642.9417;2006-03-03;2022-09-24;2022-10-01;5792.0;
DET5;:;:                      :;;;;DET5;42.2973;276.9047;145.269;568024.6014;-4690674.8149;4270188.9775;1995-07-28;2020-06-30;2022-05-11;7804.0;
DET6;:;:                      :;;;;DET6;42.2972;276.9045;145.278;568006.1982;-4690685.5444;4270179.7153;1996-05-09;2020-06-30;2022-05-11;5607.0;
DETR;Steel Pin in Rock;:  UNKNOWN;:;;;DETR;35.9169;245.5162;537.908;-2143400.8988;-4706785.7488;3721046.3149;2007-03-21;2018-06-05;2022-05-11;145.0;
DEV1;STEEL MAST;33.2;STEEL DRILLING RIG STRUCTURE;: BEDROCK;;DEV1;28.1777;268.2674;9.147;-170120.5851;-5623882.7399;2993884.0766;2013-08-23;2020-04-22;2022-05-11;1939.0;
DEVL;Steel Pin in Rock;:  UNKNOWN;:;;;DEVL;36.4376;243.7203;751.713;-2274826.1109;-4606873.0068;3767816.7343;2005-09-09;2020-08-10;2022-05-11;364.0;
DFNK;:;:                      :;;;;DFNK;30.7335;273.8502;59.035;368456.8748;-5474813.4781;3240566.1491;2002-05-21;2018-12-07;2022-05-11;1427.0;
DGBY;STEEL MAST;5.00;STRUCTURAL STEEL;0.00;GRAVEL/SAND;DGBY;44.6207;294.2402;38.036;1866962.1332;-4146399.0729;4457469.8426;2013-08-19;2022-09-24;2022-10-01;3228.0;
DHLG;Wyatt/Agnew driven-braced;:;: SEDIMENTARY ROCK;;;DHLG;33.3898;244.212;-83.044;-2319099.2764;-4799846.4925;3490090.4552;1996-04-24;2022-09-24;2022-10-01;9246.0;
DIAB;:;:;BEDROCK;;;DIAB;37.8786;238.0844;990.26;-2665287.7844;-4279361.6441;3895422.7309;1998-05-26;2022-09-23;2022-10-01;8698.0;
DIAM;Steel Pin in Rock;:  UNKNOWN;:;;;DIAM;40.2042;239.5275;1968.801;-2474570.3479;-4205594.8695;4096602.8922;2006-10-07;2019-07-05;2022-05-11;502.0;
DIRT;Steel Pin in Rock;:  UNKNOWN;:;;;DIRT;37.9143;249.6202;1196.311;-1754862.4617;-4723792.2494;3898681.6867;2010-07-29;2019-04-29;2022-05-11;2437.0;
DIXN;DEEP-DRILLED BRACED;:;:;;;DIXN;38.4687;238.1714;-9.119;-2637020.752;-4248335.529;3946305.3008;2012-06-08;2022-09-24;2022-10-01;3722.0;
DLND;STEEL MAST on brick wall;:;:;;;DLND;29.0564;278.7368;-1.264;847548.9514;-5515060.4144;3079363.2023;2005-01-14;2022-09-20;2022-10-01;5893.0;
DLNO;pillar;:;:;;;DLNO;35.75;240.7569;63.906;-2531640.1512;-4521846.8875;3705751.7213;2010-11-04;2022-09-24;2022-10-01;3070.0;
DLUZ;SHALLOW-DRILLED BRACED;:;:;;;DLUZ;33.4306;242.6928;212.696;-2444507.3497;-4734682.1945;3494028.9857;2011-07-15;2022-09-24;2022-10-01;4082.0;
DMFB;BUILDING WALL;:;:;;;DMFB;29.6226;264.4163;3.529;-539925.4969;-5522724.9681;3134081.6109;2014-10-08;2022-09-24;2022-10-01;2907.0;
DNNL;Steel Pin in Rock;:  UNKNOWN;:;;;DNNL;38.3307;240.0713;1921.001;-2500223.1823;-4342984.47;3935499.8734;2019-09-20;2021-10-06;2022-05-11;139.0;
DNRC;:;:                      :;;;;DNRC;39.1601;284.4764;-15.071;1237935.0296;-4794885.6526;4006103.6237;1998-03-28;2022-09-24;2022-10-01;7928.0;
DOBS;STEEL MAST;:  Sealed Brick Chimney;:;;;DOBS;36.4254;279.2801;339.363;828618.8471;-5071130.9671;3766480.8909;2003-04-30;2022-09-24;2022-10-01;6683.0;
DOND;pillar;:;:;;;DOND;37.2643;240.3099;665.739;-2517565.7518;-4415531.3734;3841177.0778;2010-09-16;2022-09-24;2022-10-01;4068.0;
DONO;pillar;:;:;;;DONO;36.6925;240.982;1187.94;-2484313.7919;-4478506.4046;3790794.4822;2010-09-27;2022-09-24;2022-10-01;2329.0;
DOT1;.064m STEEL PIPE MOUNTED TO CONCRETE BUILDIN;:;:;;;DOT1;39.1562;240.2366;1415.789;-2459014.1762;-4300040.9099;4006672.3602;2007-10-17;2022-09-24;2022-10-01;5164.0;
DOYL;Steel Pin in Rock;:  UNKNOWN;:;;;DOYL;40.0259;239.8527;1686.228;-2456961.6197;-4230425.5106;4081268.8861;2004-03-25;2021-10-28;2022-05-12;1426.0;
DP1A;ANTENNA MOUNTED ON ROOF;:;: GLACIAL TILL/BEDROCK (ORTHENTS SOILS);;;DP1A;41.8674;271.8573;207.354;154176.7281;-4754498.033;4234784.1236;2009-02-14;2022-09-24;2022-10-01;4633.0;
DP2A;ANTENNA MOUNTED ON ROOF;:  Concrete structure;: ALLUVIUM/BEDROCK (SAWMILL SOILS);;;DP2A;41.9004;272.0347;176.791;168804.3923;-4751529.8882;4237492.4517;2009-02-14;2022-09-24;2022-10-01;4598.0;
DP3A;STEEL MAST;:  Side of ROOF;: GLACIAL TILL/BEDROCK;;;DP3A;41.7649;271.8231;191.024;151578.4941;-4762165.7135;4226286.3355;2009-02-14;2022-09-24;2022-10-01;4601.0;
DP5A;Steel Pipe;:  Side of roof;: Markham, Ashkum, Varna, and Elliott soils are;;;DP5A;41.9896;271.8428;221.413;152679.689;-4745483.0799;4244891.0317;2009-02-14;2022-09-24;2022-10-01;4888.0;
DP6B;ANTENNA MOUNTED ON SIDE OF BRICK\CONCRETE;5;STEEL PIPE ATTACHED TO A BRICK\CONCRETE:   3;MARKHAM, ASHKUM, VARNA AND ELLIOTT SOILS ARE;;DP6B;41.9673;272.0206;184.907;167462.1459;-4746610.4508;4243030.3229;2011-02-01;2022-09-24;2022-10-01;4199.0;
DQCY;STEEL MAST;20;ROOF;1                  :;;DQCY;30.4512;266.5547;5.765;-330711.4228;-5493137.0091;3213593.1522;2010-01-03;2014-07-15;2022-05-12;1483.0;
DQUA;:;:                      :;;;;DQUA;34.1107;265.7101;169.753;-395447.5769;-5271714.1901;3556711.1336;1996-12-31;2010-02-15;2022-05-12;4457.0;
DREW;:;:                      :;;;;DREW;36.0058;240.0416;44.04;-2579575.2348;-4475462.159;3728742.599;2019-11-27;2022-09-24;2022-10-01;999.0;
DRV5;:;:                      :;;;;DRV5;36.9587;283.4434;-22.694;1186303.954;-4962921.1369;3813714.2544;1999-07-17;2019-09-03;2022-05-12;6577.0;
DRV6;:;:                      :;;;;DRV6;36.9585;283.4435;-22.797;1186322.9877;-4962927.5393;3813699.9262;2000-01-21;2019-09-03;2022-05-12;5532.0;
DRYC;Steel Pin in Rock;:  UNKNOWN;:;;;DRYC;38.6068;242.67;1953.784;-2291994.8441;-4434965.6378;3959516.3993;2006-09-27;2020-10-22;2022-05-12;504.0;
DRYV;Steel Pin in Rock;:  UNKNOWN;:;;;DRYV;40.4015;240.1479;1288.756;-2421572.2365;-4219406.2815;4112869.0032;2006-06-08;2022-03-13;2022-06-28;1045.0;
DS13;STEEL MAST;:;:;;;DS13;35.2478;243.2085;1044.2;-2350841.9873;-4655599.1232;3660953.3957;2015-10-24;2022-09-24;2022-10-01;2350.0;
DSHS;Wyatt/Agnew drilled-braced;:;: SEDIMENTS, ALLUVIAL, FINE, UNCONSOLIDATED;;;DSHS;34.0239;241.6515;-2.103;-2512713.0505;-4657158.0429;3548645.8124;1999-04-03;2011-01-25;2022-05-12;4072.0;
DSME;Wyatt/Agnew drilled-braced;:;:;;;DSME;33.0365;242.7505;56.126;-2450647.8382;-4758321.8938;3457381.3383;2005-05-12;2022-09-24;2022-10-01;5067.0;
DSRC;STEEL MAST;1.816;ROOF;: SOIL;;DSRC;39.9914;254.739;1654.64;-1288338.3152;-4721987.3316;4078320.0772;1999-06-09;2022-02-08;2022-05-12;7937.0;
DSSC;Wyatt/Agnew drilled-braced;:;: SEDIMENTS, ALLUVIAL, MEDIUM;;;DSSC;33.7333;243.2879;1660.869;-2387389.4496;-4744301.4832;3522808.46;1999-01-14;2022-09-24;2022-10-01;8558.0;
DSTR;STEEL MAST;:  CONCRETE ROOF;: SILT/MUD;;;DSTR;29.9646;269.6178;-19.984;-36892.7993;-5530079.5321;3166960.8487;2006-03-08;2022-09-24;2022-10-01;5740.0;
DTPG;SHALLOW FOUNDATION MAST;:;:;;;DTPG;35.2675;242.1541;910.255;-2435475.9186;-4610339.2344;3662659.58;2015-04-19;2022-09-24;2022-10-01;2537.0;
DUBP;SHORT DRILLED BRACED;:;:;;;DUBP;37.7276;238.1449;202.721;-2665860.4825;-4290368.3777;3881700.6422;2012-04-15;2022-06-26;2022-07-17;3222.0;
DUCK;:;:                      :;;;;DUCK;36.1822;284.2488;-26.647;1268587.1861;-4995511.6119;3744508.6137;1997-08-29;2004-04-12;2022-05-12;2222.0;
DUNF;Steel Pin in Rock;:  UNKNOWN;:;;;DUNF;37.3136;242.6911;1961.436;-2330880.5167;-4514287.1773;3846321.463;2005-09-10;2020-10-15;2022-05-12;382.0;
DUNN;PILLAR;:;:;;;DUNN;29.0622;277.6291;-7.846;740728.8188;-5530100.2193;3079921.0247;2004-02-26;2022-09-20;2022-10-01;5204.0;
DURH;STEEL MAST;:  Side of Brick Building;:;;;DURH;35.9962;281.1005;116.108;994682.4311;-5069685.5884;3727914.7238;2009-02-04;2022-09-24;2022-10-01;4475.0;
DVAL;Steel Pin in Rock;:  UNKNOWN;:;;;DVAL;38.7636;240.2299;1729.559;-2473248.1342;-4323762.903;3972966.7756;2005-10-08;2020-05-17;2022-05-12;905.0;
DVCG;SHALLOW-DRILLED BRACED;:;:;;;DVCG;44.383;245.9614;1984.412;-1860466.3625;-4171118.097;4439996.6206;2015-08-06;2021-06-02;2022-09-12;2034.0;
DVLE;:;:                      :;;;;DVLE;33.7006;242.9993;532.51;-2411745.1656;-4733176.7271;3519160.3865;2002-09-21;2014-07-11;2022-05-12;3394.0;
DVLS;:;:;Earthen (core) rock fill dam (ERRK);;;DVLS;33.6911;242.9464;508.621;-2416372.9928;-4731446.3891;3518275.1501;2002-09-24;2014-08-31;2022-05-12;3207.0;
DVLW;:;:;BEDROCK;;;DVLW;33.6577;242.9326;528.076;-2418456.6063;-4732709.8511;3515198.824;2002-09-24;2014-07-26;2022-05-12;3817.0;
DVNE;:;:;Earthen (core) rock fill dam (ERRK);;;DVNE;33.6935;243.0063;508.36;-2411356.8551;-4733838.8283;3518496.5031;2002-12-12;2014-07-26;2022-05-12;2859.0;
DVNW;:;:;Earthen (core) rock fill dam (ERRK);;;DVNW;33.6734;242.9339;509.124;-2417900.9982;-4731891.2584;3516638.6366;2002-09-24;2018-01-03;2022-05-12;3032.0;
DVPB;Wyatt/Agnew drilled-braced;:;:;;;DVPB;34.4134;242.1399;1430.856;-2462121.177;-4657973.7216;3585180.5316;2000-04-12;2022-09-24;2022-10-01;6874.0;
DVSE;:;:;Earthen (core) rock fill dam (ERRK);;;DVSE;33.6808;243.0096;508.617;-2411438.2967;-4734676.8713;3517321.2605;2007-03-06;2018-01-03;2022-05-12;2030.0;
DVSW;:;:;Earthen (core) rock fill dam (ERRK);;;DVSW;33.6679;242.9339;509.071;-2418049.4082;-4732194.9358;3516131.2455;2002-09-21;2014-12-16;2022-05-12;3563.0;
DWI1;:;Concrete Building Mount;:;;;DWI1;29.0136;264.5963;-20.048;-525676.2437;-5557282.3729;3075210.221;2009-05-22;2022-09-24;2022-10-01;4490.0;
DYER;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;: ROCK;;;DYER;37.7428;241.9607;1511.925;-2374432.5463;-4458271.4526;3883834.5317;1999-05-29;2010-10-02;2022-05-12;4085.0;
DYH2;BUILDING ROOF;:;:;;;DYH2;33.9383;241.8725;10.838;-2497231.7471;-4671509.4617;3540778.0396;2012-05-17;2022-09-24;2022-10-01;3370.0;
DYHS;Wyatt/Agnew drilled-braced;:;: ALLUVIAL SILT AND SAND;;;DYHS;33.938;241.874;1.467;-2497117.155;-4671584.7505;3540742.8637;1998-07-16;2011-08-23;2022-05-12;4549.0;
EAGL;Steel Pin in Rock;:  UNKNOWN;:;;;EAGL;36.1916;243.6331;583.906;-2288958.6323;-4617771.5968;3745715.5831;2005-09-08;2020-03-29;2022-05-12;293.0;
EBBS;Steel Pin in Rock;:  UNKNOWN;:;;;EBBS;38.5476;240.1841;2732.187;-2484540.2246;-4335457.1609;3954869.8626;2015-08-06;2021-11-09;2022-09-03;1776.0;
EBMD;:;:                      :;;;;EBMD;37.815;237.7162;-16.026;-2694619.1503;-4265134.9382;3889233.3367;1999-03-11;2022-09-24;2022-10-01;5171.0;
EC01;GALVANIZED STEEL ANTENNA TRI-MAST;2.80;REINFORCED CONCRETE;1.4                :;;EC01;39.6518;253.1523;1986.84;-1425667.5886;-4707865.3625;4049564.136;2010-07-20;2022-09-24;2022-10-01;4352.0;
ECCO;Wyatt/Agnew drilled-braced;:;: SEDIMENTS, ALLUVIAL, FINE;;;ECCO;33.8868;241.671;-19.345;-2515152.6686;-4665482.2836;3536014.714;1999-04-13;2006-06-01;2022-05-12;2586.0;
ECFS;Wyatt/Agnew drilled-braced;:;: Bedrock;;;ECFS;33.6477;242.5883;801.417;-2447237.1426;-4718841.5329;3514425.9848;2001-08-16;2022-09-24;2022-10-01;7679.0;
ECHO;DEEP-DRILLED BRACED;:  UNKNOWN;: ROCK;;;ECHO;37.9155;245.7358;1684.103;-2070970.2476;-4594332.3746;3899086.6927;1999-05-29;2022-09-24;2022-10-01;8185.0;
ECSD;DEEP-DRILLED BRACED;:;:;;;ECSD;43.7337;263.386;444.365;-531705.6029;-4585578.6607;4387066.9092;2006-08-30;2022-09-24;2022-10-01;5839.0;
EDAA;:;:                      :;;;;EDAA;33.5386;273.2448;167.341;301223.7849;-5313310.9543;3503999.3956;2010-02-20;2012-06-14;2022-05-12;192.0;
EDDV;:;:                      :;;;;EDDV;30.4034;272.3159;2.493;222479.0586;-5501265.0758;3209025.8264;2009-01-01;2010-06-11;2022-05-12;155.0;
EDFF;:;:                      :;;;;EDFF;34.2679;273.1395;269.592;288992.5448;-5268884.8425;3571198.4323;2009-01-01;2009-10-01;2022-05-12;215.0;
EDKW;:;:                      :;;;;EDKW;32.3571;273.7653;59.123;354158.4384;-5381379.1102;3393977.6596;2009-05-23;2009-09-04;2022-05-12;105.0;
EDM1;:;:                      :;;;;EDM1;35.0588;270.1628;79.524;14853.6978;-5226725.3392;3643255.8646;2009-05-22;2010-09-16;2022-05-12;477.0;
EDNA;Steel Pin in Rock;:  UNKNOWN;:;;;EDNA;40.901;242.6853;1476.175;-2215874.7042;-4290486.1005;4155088.9089;2011-06-29;2017-02-06;2022-05-12;366.0;
EDPP;Wyatt/Agnew drilled-braced;:;: Bedrock;;;EDPP;34.9462;241.1696;379.808;-2524009.5726;-4585390.1972;3633193.1469;2001-07-09;2022-09-24;2022-10-01;7478.0;
EFAY;PILLAR;0.0;10 ft PILLAR;0.0                :;;EFAY;36.1002;265.8983;405.591;-369066.5095;-5146564.2623;3737424.0117;2006-02-11;2011-11-28;2022-05-12;1761.0;
EGA1;:;:                      :;;;;EGA1;44.8266;266.7992;221.765;-253010.6977;-4524287.4712;4473855.1751;2009-08-16;2022-08-21;2022-09-24;4376.0;EGAN
EGAN;DEEP-DRILLED BRACED;:  UNKNOWN;:;;;EGAN;39.3452;245.0611;1998.272;-2083234.1939;-4479986.343;4023297.9488;1997-03-25;2022-09-24;2022-10-01;8991.0;
EGLI;Steel Pin in Rock;:  UNKNOWN;:;;;EGLI;43.0309;239.2132;1465.182;-2390663.9267;-4012476.8543;4331015.0417;2015-02-26;2022-06-20;2022-07-03;238.0;
EH01;PILLAR;:  CONCRETE BLOCK;: CONGLOMERATE;;;EH01;27.8152;342.0771;800.906;5372017.8307;-1737490.8154;2958784.5592;2016-01-27;2022-09-17;2022-09-26;2227.0;
EJEA;BASE ANCHORED TO LEDGE;0.0;ROOF;:;;EJEA;42.1259;358.8701;384.533;4736993.7383;-93430.224;4256244.2763;2010-04-01;2019-12-31;2022-05-12;2720.0;
EKY1;:;:                      :;;;;EKY1;27.6004;277.2397;-18.375;712815.396;-5611261.0836;2937327.4654;1996-01-25;2001-05-24;2022-05-12;1590.0;
EKY2;:;:                      :;;;;EKY2;27.6009;277.2394;-20.529;712785.0596;-5611240.1409;2937369.8663;1997-02-07;2001-05-24;2022-05-12;435.0;
ELCI;STEEL MAST;2.00;STEEL MAST ON ROOF;: LIMESTONE/SANDSTONE BEDROCK;;ELCI;42.5149;357.3818;525.704;4704010.2985;-215108.8788;4288289.6304;2007-12-23;2022-03-11;2022-05-12;4709.0;
ELGE;STEEL MAST;1.7;MAST SCREW ANCHORED TO BUILDING WALL;:;;ELGE;43.1371;357.5136;535.621;4657557.4647;-202241.7468;4338991.632;2005-05-18;2022-03-19;2022-05-12;5428.0;
ELGI;Steel Pin in Rock;:  UNKNOWN;:;;;ELGI;37.3546;245.4781;1189.0;-2107228.6416;-4619213.3358;3849468.2693;2010-10-18;2022-09-13;2022-09-26;321.0;
ELGN;BLDING MOUNT 2 STEEL PIPE W/SCIGN MOUNT;:  ODOT ELGIN MAINTENANCE YARD;:;;;ELGN;45.5649;242.0716;815.995;-2095270.4706;-3952534.0045;4532101.8095;2013-11-07;2021-09-02;2022-05-12;2732.0;
ELKO;DEEP-DRILLED BRACED;:  UNKNOWN;:;;;ELKO;40.9147;244.1828;2016.885;-2102742.0394;-4346400.9207;4156589.4315;1997-10-23;2022-09-24;2022-10-01;8693.0;
ELKT;:;:                      :;;;;ELKT;43.6583;267.3113;402.818;-216821.4436;-4616968.2012;4380983.9329;2008-02-26;2022-09-24;2022-10-01;4300.0;
ELLY;;:;:;;;ELLY;33.5835;241.8712;-2.878;-2507645.6915;-4690729.3869;3508051.6846;2013-02-27;2022-09-24;2022-10-01;3363.0;
ELSC;Wyatt/Agnew drilled-braced;:;: BEDROCK;;;ELSC;34.0297;241.7916;61.179;-2501171.4487;-4663017.6673;3549214.4947;1999-06-08;2022-09-24;2022-10-01;7147.0;
ELSG;SHALLOW FOUNDATION MAST;:;:;;;ELSG;33.6491;242.574;811.341;-2448379.6309;-4718157.2321;3514566.07;2015-02-06;2022-09-18;2022-10-01;2563.0;
ELTN;SHALLOW FOUNDATION MAST;:;:;;;ELTN;34.7031;241.5743;916.482;-2499101.411;-4617034.3666;3611360.6595;2010-04-15;2022-09-24;2022-10-01;4317.0;
ELTS;SHALLOW FOUNDATION MAST;:;:;;;ELTS;34.5993;241.5462;887.09;-2504469.0903;-4621548.434;3601867.6683;2012-04-20;2016-04-18;2022-05-12;1156.0;
EMAZ;PILLAR;5;CONCRETE BLOCK;: LIMESTONE/DOLOMITE BEDROCK;;EMAZ;43.2425;356.5886;868.082;4645924.2262;-276949.8686;4347759.5761;2016-11-30;2022-03-11;2022-05-12;1808.0;
EMIG;SHALLOW FOUNDATION PILLAR;:;:;;;EMIG;44.0744;247.0725;1946.0;-1788545.7497;-4228424.0661;4415387.027;2005-06-02;2020-04-09;2022-05-12;4831.0;
ENAO;STEEL MAST;1.40;CONCRETE BLOCK;1.00;CONGLOMERATE;ENAO;39.0912;331.974;91.554;4375732.1685;-2329166.8225;4000238.2615;2019-07-25;2022-09-17;2022-09-26;1146.0;
ENG5;STEEL MAST;:  STEEL MAST;:;;;ENG5;29.879;270.0583;-18.344;5629.1866;-5534934.1797;3158737.907;1995-11-17;2020-06-30;2022-05-12;7675.0;
ENG6;STEEL MAST;:  STEEL MAST;:;;;ENG6;29.8792;270.0579;-18.331;5594.6408;-5534921.9763;3158759.2336;1996-05-21;2020-06-30;2022-05-12;6057.0;
ENGL;Steel Pin in Rock;:  UNKNOWN;:;;;ENGL;39.4615;239.4628;1912.828;-2506139.4335;-4248273.6041;4033221.3982;2007-06-07;2017-09-14;2022-05-12;357.0;
ENTM;STEEL MAST;:;:;;;ENTM;39.4712;351.5261;98.953;4876492.4286;-726526.1843;4032897.7083;2014-06-26;2022-06-01;2022-06-17;2738.0;
ENTR;BLDING MOUNT 2 STEEL PIPE W/SCIGN MOUNT;:  ODOT Maint. Building/Steal structure/Me:                      :;;;;ENTR;45.4313;242.7119;1126.57;-2055922.5792;-3985310.816;4521913.4232;2008-12-30;2022-06-07;2022-06-20;4098.0;
EOCG;SHALLOW FOUNDATION MAST;:;:;;;EOCG;34.4508;240.2302;42.473;-2614239.4126;-4570307.7376;3587821.0025;2014-07-03;2022-09-24;2022-10-01;2982.0;
EOUT;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;EOUT;41.2532;248.0711;1677.83;-1793842.1926;-4455824.9912;4184710.4553;1998-06-01;2021-06-28;2022-05-12;7651.0;
EPAS;Steel Pin in Rock;:  UNKNOWN;:;;;EPAS;37.9197;242.1193;1817.113;-2356560.8815;-4454395.8306;3899530.6601;2005-11-09;2021-08-17;2022-05-12;443.0;
EPRT;PILLAR;1.5;Bedrock;: BEDROCK;;EPRT;44.9087;293.0079;30.361;1768544.6018;-4164839.4485;4480190.3975;1998-10-02;2019-03-23;2022-05-12;4691.0;
ERRG;SHALLOW FOUNDATION MAST;:;:;;;ERRG;33.1164;244.1773;-92.406;-2329244.1721;-4813398.2017;3464731.9673;2014-07-02;2022-09-22;2022-10-01;2569.0;
ESE2;:;:                      :;;;;ESE2;33.6748;243.0061;512.816;-2411894.0843;-4734863.3048;3516769.0851;2002-02-12;2014-07-26;2022-05-12;3067.0;
ESRW;:;:;BEDROCK;;;ESRW;33.6818;242.933;548.62;-2417750.5624;-4731426.3928;3517433.81;2002-01-23;2014-07-26;2022-05-12;3391.0;
ESTE;STEEL MAST;2.5;MAST SCREW ANCHORED TO BUILDING WALL;:;;ESTE;42.6515;357.9756;523.502;4695723.8555;-165982.7704;4299461.0385;2009-12-01;2022-09-17;2022-09-26;4576.0;
EUCH;SHORT-DRILLED BRACED;:;:;;;EUCH;44.8347;236.1292;721.908;-2525266.0465;-3762130.9186;4474852.5053;2021-03-31;2022-09-24;2022-10-01;541.0;
EVER;Steel Pin in Rock;:  UNKNOWN;:;;;EVER;41.8646;239.4173;1579.601;-2420899.2579;-4096338.4964;4235465.8243;2014-04-19;2021-06-17;2022-05-12;254.0;
EWLK;Steel Pin in Rock;:  UNKNOWN;:;;;EWLK;38.6927;241.3619;1327.783;-2389552.1407;-4375826.1454;3966578.0879;2005-10-21;2021-05-11;2022-05-12;713.0;
EWPP;Wyatt/Agnew drilled-braced;:;: ALLUVIUM;;;EWPP;34.1042;242.4744;330.491;-2443386.5268;-4688589.0473;3556207.9784;1999-03-16;2022-09-24;2022-10-01;8492.0;
EXU0;BUILDING WALL;:;:;;;EXU0;23.564;284.1266;-20.033;1427635.0647;-5672506.9227;2534091.6999;2007-06-29;2015-07-27;2022-05-12;2475.0;
EZAU;"1.5"" Stainless Pipe";:  mounted to single story concrete tilt w:                      :;;;;EZAU;30.2099;262.2632;173.41;-742673.4343;-5466519.0088;3190586.8786;2012-06-17;2012-07-21;2022-05-12;35.0;
EZSA;STEEL MAST;:  Concrete Building Mount;:;;;EZSA;29.4354;261.4826;181.627;-823407.1473;-5498123.9769;3116110.1255;2009-05-22;2010-07-20;2022-05-12;346.0;
FAJA;STEEL MAST;:  ROOF;:;;;FAJA;40.1491;352.0783;789.086;4836059.7417;-672922.5008;4091162.4828;2008-12-15;2022-06-01;2022-06-17;4665.0;
FAL1;STEEL MAST;6.00;CONCRETE BLOCK;1.00;PIT RUN GRAVEL;FAL1;44.8165;296.3832;23.69;2013900.8627;-4059958.0872;4472923.0427;2015-07-24;2022-09-17;2022-09-26;2595.0;FALL
FAND;Steel Pin in Rock;:  UNKNOWN;:;;;FAND;43.147;239.4196;1526.044;-2371734.9331;-4013515.8644;4340475.1642;2015-02-26;2022-06-20;2022-07-03;128.0;
FARB;:;:;BEDROCK;;;FARB;37.6972;236.9992;-21.723;-2752135.8512;-4237793.3926;3878892.6744;1994-01-30;2022-09-24;2022-10-01;9952.0;
FARR;Steel Pin in Rock;:  UNKNOWN;:;;;FARR;40.513;241.2659;1610.642;-2335040.3541;-4259020.4335;4122499.5803;2006-07-06;2021-09-27;2022-05-12;293.0;
FBYN;STEEL MAST;:  Bi-directional braced mast;: SOIL;;;FBYN;40.0769;262.6872;403.629;-622116.2413;-4847770.365;4084780.3101;1999-04-15;2011-06-20;2022-05-12;3706.0;
FCDE;SHALLOW BRACED NON-DRILLED;:;:;;;FCDE;25.6173;279.6946;-24.425;969086.373;-5672578.42;2740878.6182;2020-02-18;2022-09-24;2022-10-01;948.0;
FCHO;SHALLOW BRACED NON-DRILLED;:;:;;;FCHO;25.908;279.8752;-24.545;984555.2519;-5655702.8264;2769889.426;2020-02-13;2022-09-24;2022-10-01;953.0;
FCI1;SHALLOW BRACED NON-DRILLED;:;:;;;FCI1;25.9057;279.8625;-22.735;983326.3234;-5656032.3688;2769658.7937;2020-02-17;2022-09-24;2022-10-01;949.0;
FCI2;SHALLOW BRACED NON-DRILLED;:;:;;;FCI2;25.9058;279.8616;-24.656;983235.4392;-5656039.7305;2769671.5131;2020-02-21;2022-05-09;2022-06-17;807.0;
